Наименование:;Код товара:;Артикул:;Группа товаров:;Вид товаров:;Единица измерения:;Весовой товар:;Код весового товара;Штрих-код:;Цена:;Количество:
Майонез Лагідний 30 % 1200 г;3826;3826;Алкоголь;Вино;шт;False;3826;4820044096434;19175;3835
Майонез Лагідний 30 % 1200 г банка;3827;3827;Алкоголь;Вино;шт;False;3827;4820044096472;19180;3836
Майонез Королівський 67 % 1200 г;3828;3828;Алкоголь;Вино;шт;False;3828;4820044096489;19185;3837
Майонез "Королівський смак"  королівський 67% 1200 г скло;3829;3829;Алкоголь;Вино;шт;False;3829;4820044096526;19190;3838
Майонез Чудовий-50% банка 1215 г;3830;3830;Алкоголь;Вино;шт;False;3830;4820044096540;19195;3839
Королівський смак Кетчуп Чілі 850 г;3831;3831;Алкоголь;Вино;шт;False;3831;4820044096656;19200;3840
Королівський смак Кетчуп до шашлику 850 г;3832;3832;Алкоголь;Вино;шт;False;3832;4820044096663;19205;3841
Королівський смак Кетчуп Лагідний 850 г;3833;3833;Алкоголь;Вино;шт;False;3833;4820044096687;19210;3842
Королівський смак Соус Краснодарський 460 г;3834;3834;Алкоголь;Вино;шт;False;3834;4820044096700;19215;3843
Королівський смак Соус шашличний 460 г;3835;3835;Алкоголь;Вино;шт;False;3835;4820044096717;19220;3844
Королівський смак Соус Сацабелі 460 г;3836;3836;Алкоголь;Вино;шт;False;3836;4820044096731;19225;3845
Майонез Провансаль - 45% 380 г;3837;3837;Алкоголь;Вино;шт;False;3837;4820044096823;19230;3846
Майонез "Весняний" 40 % 380 г;3838;3838;Алкоголь;Вино;шт;False;3838;4820044096885;19235;3847
Майонез Чудовий 50 % 380 г;3839;3839;Алкоголь;Вино;шт;False;3839;4820044096908;19240;3848
Майонез Імператорський 75 % 380 г;3840;3840;Алкоголь;Вино;шт;False;3840;4820044096922;19245;3849
Майонез Королівський-67%  380 г;3841;3841;Алкоголь;Вино;шт;False;3841;4820044096946;19250;3850
Майонез Лагідний 30 % 380 г;3842;3842;Алкоголь;Вино;шт;False;3842;4820044096960;19255;3851
Майонез Королівський 67 % 700 г;3843;3843;Алкоголь;Вино;шт;False;3843;4820044097080;19260;3852
Майонез "Королівський смак" 67% 430г;3844;3844;Алкоголь;Вино;шт;False;3844;4820044097097;19265;3853
Майонез Королівський 67 % 800 г відро;3845;3845;Алкоголь;Вино;шт;False;3845;4820044097103;19270;3854
Майонез Весняний 40 % 440 г відро;3846;3846;Алкоголь;Вино;шт;False;3846;4820044097189;19275;3855
Майонез Весняний 40 % 800 г відро;3847;3847;Алкоголь;Вино;шт;False;3847;4820044097196;19280;3856
Майонез Лагідний 30 % 440 г відро;3848;3848;Алкоголь;Вино;шт;False;3848;4820044097240;19285;3857
Майонез Лагідний 30 % 800 г відро;3849;3849;Алкоголь;Вино;шт;False;3849;4820044097257;19290;3858
Майонез Чудовий 50 % 440 г відро;3850;3850;Алкоголь;Вино;шт;False;3850;4820044097325;19295;3859
Майонез Чудовий 50 % 800 г відро;3851;3851;Алкоголь;Вино;шт;False;3851;4820044097332;19300;3860
Майонез Чудовий-50% банка 415 г;3852;3852;Алкоголь;Вино;шт;False;3852;4820044097363;19305;3861
Майонез Королівський 67 % 700 г судок;3853;3853;Алкоголь;Вино;шт;False;3853;4820044097448;19310;3862
Майонез Легкий салатний столовий 850 г;3854;3854;Алкоголь;Вино;шт;False;3854;4820044097691;19315;3863
Майонез Чугуївський-60%  400 г банкка;3855;3855;Алкоголь;Вино;шт;False;3855;4820044097707;19320;3864
Майонез Провансальський-45% 400 г банкка;3856;3856;Алкоголь;Вино;шт;False;3856;4820044097714;19325;3865
Майонез Провансаль єкстра + 400 г банкка;3857;3857;Алкоголь;Вино;шт;False;3857;4820044097721;19330;3866
Майонез Провансаль-67% 400 г банкка;3858;3858;Алкоголь;Вино;шт;False;3858;4820044097738;19335;3867
Олія "Чугуєв продукт" рафінована 5 л;3859;3859;Алкоголь;Вино;шт;False;3859;4820044097790;19340;3868
Олія "Чугуєв продукт" нерафінована 5 л;3860;3860;Алкоголь;Вино;шт;False;3860;4820044097813;19345;3869
Королівський смак Томатна паста " Класична"  460 г;3861;3861;Алкоголь;Вино;шт;False;3861;4820044098032;19350;3870
Майонез "Королівський смак" чудовий 50% 780г;3862;3862;Алкоголь;Вино;шт;False;3862;4820044098193;19355;3871
Майонез Королівський-67% банка 770 г;3863;3863;Алкоголь;Вино;шт;False;3863;4820044098216;19360;3872
Майонез "Королівський смак" лагідний 30% 780г скло;3864;3864;Алкоголь;Вино;шт;False;3864;4820044098230;19365;3873
Чугуев Продукт Томатна паста "Класична" 460 г;3865;3865;Алкоголь;Вино;шт;False;3865;4820044098414;19370;3874
Чугуев Продукт Томатна паста "Класична" 460 г;3866;3866;Алкоголь;Вино;шт;False;3866;4820044098421;19375;3875
Чугуев Продукт Кетчуп  до шашлику 850 г;3867;3867;Алкоголь;Вино;шт;False;3867;4820044098438;19380;3876
Чугуев Продукт Кетчуп  Лагідний 850 г;3868;3868;Алкоголь;Вино;шт;False;3868;4820044098445;19385;3877
Чугуев Продукт Гірчиця Російська 250 г;3869;3869;Алкоголь;Вино;шт;False;3869;4820044098544;19390;3878
Майонез Чудовий 50 % 180 г;3870;3870;Алкоголь;Вино;шт;False;3870;4820044098568;19395;3879
Майонез "Весняний" 40 % 180 г;3871;3871;Алкоголь;Вино;шт;False;3871;4820044098582;19400;3880
Майонез "Королівський смак" до посту 30%180г;3872;3872;Алкоголь;Вино;шт;False;3872;4820044098681;19405;3881
Олія "Чугуєв продукт" рафінована 2670 г;3873;3873;Алкоголь;Вино;шт;False;3873;4820044098872;19410;3882
Олія "Чугуєв продукт" рафінована 1600 г;3874;3874;Алкоголь;Вино;шт;False;3874;4820044098896;19415;3883
Чугуев Продукт паста томатна "Чугуївська" 23% 70г;3875;3875;Алкоголь;Вино;шт;False;3875;4820044098957;19420;3884
Королівський смак томатна паста "Власівська" 25% 70г;3876;3876;Алкоголь;Вино;шт;False;3876;4820044098971;19425;3885
Королівський смак Томатна паста "Власівка" 960 г відро;3877;3877;Алкоголь;Вино;шт;False;3877;4820044099169;19430;3886
Гірчиця "Королівський смак" зерна 180г;3878;3878;Алкоголь;Вино;шт;False;3878;4820044099213;19435;3887
Чугуев Продукт Соус Краснодарський 460 г;3879;3879;Алкоголь;Вино;шт;False;3879;4820044099398;19440;3888
Чугуев Продукт Соус шашличний 460 г;3880;3880;Алкоголь;Вино;шт;False;3880;4820044099404;19445;3889
Королівський смак Гірчиця Королівська 900 г;3881;3881;Алкоголь;Вино;шт;False;3881;4820044099442;10;10
Майонез Європейський на перепелиних яйцях 72 % 770 г банка;3882;3882;Алкоголь;Вино;шт;False;3882;4820044099527;19455;3891
Кукурдза "Королівський смак" цукрова 425г;3883;3883;Алкоголь;Вино;шт;False;3883;4820044099558;19460;3892
Королівський смак горошок консервований 425г;3884;3884;Алкоголь;Вино;шт;False;3884;4820044099565;19465;3893
Майонез Європейський на перепелиних яйцях 72 % 700 г;3885;3885;Алкоголь;Вино;шт;False;3885;4820044099572;19470;3894
Майонез Європейський на перепелиних яйцях 72 % 180 г;3886;3886;Алкоголь;Вино;шт;False;3886;4820044099596;19475;3895
Майонез Європейський на перепелиних яйцях 72 % 380 г;3887;3887;Алкоголь;Вино;шт;False;3887;4820044099619;19480;3896
Т/Батон Любительський нарізаний;3888;3888;Алкоголь;Вино;шт;False;3888;4820044190033;19485;3897
Батон "Любительський" 0,40;3889;3889;Алкоголь;Вино;шт;False;3889;4820044190224;19490;3898
Т/Батон дворянський нарізаний;3890;3890;Алкоголь;Вино;шт;False;3890;4820044190903;19495;3899
Хліб тостерний класичний;3891;3891;Алкоголь;Вино;шт;False;3891;4820044190965;19500;3900
Батон "Гірчичний" 0,40;3892;3892;Алкоголь;Вино;шт;False;3892;4820044191160;19505;3901
Батон "Гірчичний" нарізаний 0,40;3893;3893;Алкоголь;Вино;шт;False;3893;4820044191269;19510;3902
Батон "Любительський" нарізаний, половинка 0,20;3894;3894;Алкоголь;Вино;шт;False;3894;4820044191962;19515;3903
Батон з висівками 0,3 0;3895;3895;Алкоголь;Вино;шт;False;3895;4820044192464;19520;3904
Хліб "Наш львівський" нарізаний 0,60;3896;3896;Алкоголь;Вино;шт;False;3896;4820044192686;19525;3905
Хліб "Наш львівський" нарізаний, половинка 0,30;3897;3897;Алкоголь;Вино;шт;False;3897;4820044192853;19530;3906
Хліб "Наш петрівський" нарізаний, половинка 0,450;3898;3898;Алкоголь;Вино;шт;False;3898;4820044192877;19535;3907
Олія "Диканька" 920 г;3899;3899;Алкоголь;Вино;шт;False;3899;4820044490294;19540;3908
Макарони "Київ Мікс" черепашка 1 0;3900;3900;Алкоголь;Вино;шт;False;3900;4820044840075;19545;3909
Макарони "Київ Мікс"  1 0;3901;3901;Алкоголь;Вино;шт;False;3901;4820044840082;19550;3910
Макарони "Київ Мікс" Перо 1000г;3902;3902;Алкоголь;Вино;шт;False;3902;4820044840136;19555;3911
Макарони "Київ Мікс" Колесико 10;3903;3903;Алкоголь;Вино;шт;False;3903;4820044840174;19560;3912
Макарони "Київ Мікс" Локшина 1000г;3904;3904;Алкоголь;Вино;шт;False;3904;4820044840877;19565;3913
Макарони"Київ Микс" трубочка 1 0;3905;3905;Алкоголь;Вино;шт;False;3905;4820044840914;19570;3914
Макарони "Київ Мікс" Ріжки 1 0;3906;3906;Алкоголь;Вино;шт;False;3906;4820044840921;19575;3915
Макарони "Київ Мікс" маленькі Ріжки 10;3907;3907;Алкоголь;Вино;шт;False;3907;4820044840938;19580;3916
